part_number,description,category,criticality,unit_cost_usd,current_stock,safety_stock,reorder_point,lead_time_days,lead_time_volatility,aog_cost_per_day,supplier_id,last_updated,stock_coverage_days,risk_flag,on_time_delivery_pct,risk_exposure,region,country,country_code,inventory_risk_score,supplier_multiplier,composite_risk_score,risk_level,estimated_outage_days,financial_exposure_usd
PN-ELE-04601,Electrical Component - Series C,Electrical,High,5339,-1,18,23,,Unknown,239050,SUP-0123,2026-01-19,-1.6666666666666667,Critical,83.8,Low,Europe,UK,GBR,80,1.0,80.0,High,30.0,7171500.0
PN-AVI-04602,Avionics Component - Series C,Avionics,High,10266,32,25,32,7.0,Low,217329,SUP-0127,2026-01-15,38.4,Healthy,74.7,Medium,Europe,France,FRA,25,1.1,27.500000000000004,Low,7.0,0.0
PN-CAB-04603,Cabin Systems Component - Series C,Cabin Systems,Medium,3450,40,25,32,69.0,High,125081,SUP-0010,2026-01-23,48.0,Healthy,79.1,Medium,North America,USA,USA,40,1.1,44.0,Medium,69.0,0.0
PN-ENG-04604,Engine Component - Series B,Engine,Critical,32545,17,18,23,,Unknown,186579,SUP-0108,2025-10-27,28.333333333333336,Warning,81.1,Low,Europe,Germany,DEU,75,1.0,75.0,High,30.0,5597370.0
PN-ENG-04605,Engine Component - Series C,Engine,Critical,34405,45,31,40,17.0,Low,288629,SUP-0144,2026-01-07,43.54838709677419,Healthy,74.3,High,Middle East,Turkey,TUR,35,1.3,45.5,Medium,17.0,0.0
PN-ELE-04606,Electrical Component - Series X,Electrical,High,3280,37,22,28,10.0,Low,213651,SUP-0087,2026-01-10,50.45454545454546,Healthy,60.0,High,Middle East,UAE,ARE,25,1.3,32.5,Medium,10.0,0.0
PN-LAN-04607,Landing Gear Component - Series B,Landing Gear,Critical,21846,65,39,50,81.0,High,353008,SUP-0057,2025-12-05,50.0,Healthy,92.5,Low,North America,Mexico,MEX,60,1.0,60.0,Medium,81.0,0.0
PN-HYD-04608,Hydraulics Component - Series C,Hydraulics,High,10209,46,26,33,31.0,Medium,170102,SUP-0126,2025-11-06,53.07692307692307,Healthy,75.7,Medium,Europe,Germany,DEU,35,1.1,38.5,Medium,31.0,0.0
PN-CAB-04609,Cabin Systems Component - Series X,Cabin Systems,Medium,4122,8,24,31,21.0,Low,133866,SUP-0121,2026-01-06,10.0,Critical,81.0,Medium,North America,Canada,CAN,50,1.1,55.00000000000001,Medium,21.0,0.0
PN-ENG-04610,Engine Component - Series X,Engine,Critical,64187,33,25,32,70.0,High,265231,SUP-0100,2025-12-01,39.6,Healthy,68.2,High,Asia-Pacific,Singapore,SGP,60,1.3,78.0,High,70.0,18566170.0
PN-ELE-04611,Electrical Component - Series A,Electrical,High,5887,16,20,26,38.0,Medium,197374,SUP-0054,2025-11-06,24.0,Warning,83.3,Medium,North America,Mexico,MEX,60,1.1,66.0,High,38.0,7500212.0
PN-LAN-04612,Landing Gear Component - Series X,Landing Gear,Critical,20583,63,34,44,46.0,Medium,140179,SUP-0109,2025-12-11,55.588235294117645,Healthy,95.1,Medium,Asia-Pacific,Vietnam,VNM,45,1.1,49.50000000000001,Medium,46.0,0.0
PN-AVI-04613,Avionics Component - Series X,Avionics,High,15751,45,31,40,46.0,Medium,213142,SUP-0138,2025-12-07,43.54838709677419,Healthy,72.6,Medium,North America,USA,USA,35,1.1,38.5,Medium,46.0,0.0
PN-HYD-04614,Hydraulics Component - Series B,Hydraulics,High,10427,29,21,27,42.0,Medium,189048,SUP-0128,2026-01-19,41.42857142857143,Healthy,61.2,Medium,Europe,Germany,DEU,35,1.1,38.5,Medium,42.0,0.0
PN-AVI-04615,Avionics Component - Series A,Avionics,High,15521,27,19,24,81.0,High,138948,SUP-0037,2025-10-28,42.631578947368425,Healthy,69.1,High,Middle East,Israel,ISR,50,1.3,65.0,High,81.0,11254788.0
PN-CAB-04616,Cabin Systems Component - Series C,Cabin Systems,Medium,2463,22,20,26,33.0,Medium,138159,SUP-0097,2025-10-28,33.0,Warning,77.7,High,Asia-Pacific,Singapore,SGP,50,1.3,65.0,High,33.0,4559247.0
PN-HYD-04617,Hydraulics Component - Series C,Hydraulics,High,10334,-1,26,33,59.0,Medium,233926,SUP-0072,2025-11-21,-1.1538461538461535,Critical,69.2,High,Asia-Pacific,Singapore,SGP,75,1.3,97.5,High,59.0,13801634.0
PN-STR-04618,Structural Component - Series X,Structural,Medium,13732,23,25,32,12.0,Low,115199,SUP-0052,2025-11-02,27.6,Warning,91.1,Medium,Asia-Pacific,Thailand,THA,40,1.1,44.0,Medium,12.0,0.0
PN-ELE-04619,Electrical Component - Series B,Electrical,High,3480,47,26,33,19.0,Low,182508,SUP-0082,2025-12-18,54.230769230769226,Healthy,83.4,High,Middle East,UAE,ARE,25,1.3,32.5,Medium,19.0,0.0
PN-STR-04620,Structural Component - Series B,Structural,Medium,15497,44,26,33,73.0,High,95339,SUP-0004,2025-11-06,50.76923076923077,Healthy,83.1,Medium,North America,USA,USA,40,1.1,44.0,Medium,73.0,0.0
PN-ENG-04621,Engine Component - Series A,Engine,Critical,65723,47,37,48,63.0,High,260883,SUP-0135,2026-01-10,38.108108108108105,Warning,77.4,Medium,North America,USA,USA,85,1.1,93.50000000000001,High,63.0,16435629.0
PN-CAB-04622,Cabin Systems Component - Series A,Cabin Systems,Medium,2438,42,22,28,13.0,Low,66053,SUP-0001,2025-12-04,57.27272727272727,Healthy,80.9,High,Middle East,Saudi Arabia,SAU,15,1.3,19.5,Low,13.0,0.0
PN-STR-04623,Structural Component - Series B,Structural,Medium,7371,41,22,28,8.0,Low,156349,SUP-0135,2026-01-16,55.909090909090914,Healthy,77.4,Medium,North America,USA,USA,15,1.1,16.5,Low,8.0,0.0
PN-AVI-04624,Avionics Component - Series A,Avionics,High,14276,34,18,23,32.0,Medium,210692,SUP-0086,2026-01-03,56.66666666666667,Healthy,78.1,Medium,North America,USA,USA,35,1.1,38.5,Medium,32.0,0.0
PN-CAB-04625,Cabin Systems Component - Series A,Cabin Systems,Medium,2555,41,31,40,8.0,Low,87888,SUP-0059,2025-11-01,39.677419354838705,Healthy,97.0,Medium,Asia-Pacific,China,CHN,15,1.1,16.5,Low,8.0,0.0
PN-HYD-04626,Hydraulics Component - Series X,Hydraulics,High,5627,7,21,27,74.0,High,163581,SUP-0109,2025-11-06,10.0,Critical,95.1,Medium,Asia-Pacific,Vietnam,VNM,85,1.1,93.50000000000001,High,74.0,12104994.0
PN-AVI-04627,Avionics Component - Series A,Avionics,High,16694,40,33,42,64.0,High,243693,SUP-0132,2025-11-05,36.36363636363636,Warning,67.9,Medium,Europe,UK,GBR,75,1.1,82.5,High,64.0,15596352.0
PN-AVI-04628,Avionics Component - Series X,Avionics,High,15408,38,24,31,80.0,High,204888,SUP-0134,2025-11-03,47.5,Healthy,77.2,Medium,Europe,UK,GBR,50,1.1,55.00000000000001,Medium,80.0,0.0
PN-HYD-04629,Hydraulics Component - Series C,Hydraulics,High,6961,29,27,35,14.0,Low,123304,SUP-0118,2026-01-23,32.22222222222222,Warning,72.6,Medium,Europe,France,FRA,50,1.1,55.00000000000001,Medium,14.0,0.0
PN-HYD-04630,Hydraulics Component - Series C,Hydraulics,High,4928,24,15,19,48.0,Medium,167949,SUP-0057,2025-11-04,48.0,Healthy,92.5,Low,North America,Mexico,MEX,35,1.0,35.0,Medium,48.0,0.0
PN-STR-04631,Structural Component - Series C,Structural,Medium,14794,23,19,24,9.0,Low,95187,SUP-0141,2025-11-22,36.31578947368421,Warning,98.8,Low,Europe,UK,GBR,40,1.0,40.0,Medium,9.0,0.0
PN-ELE-04632,Electrical Component - Series X,Electrical,High,5111,32,24,31,63.0,High,129822,SUP-0128,2025-11-20,40.0,Healthy,61.2,Medium,Europe,Germany,DEU,50,1.1,55.00000000000001,Medium,63.0,0.0
PN-CAB-04633,Cabin Systems Component - Series B,Cabin Systems,Medium,2276,36,27,35,60.0,Medium,120544,SUP-0025,2026-01-05,40.0,Healthy,93.1,High,Middle East,Saudi Arabia,SAU,25,1.3,32.5,Medium,60.0,0.0
PN-CAB-04634,Cabin Systems Component - Series B,Cabin Systems,Medium,3880,32,20,26,67.0,High,104817,SUP-0109,2026-01-11,48.0,Healthy,95.1,Medium,Asia-Pacific,Vietnam,VNM,40,1.1,44.0,Medium,67.0,0.0
PN-AVI-04635,Avionics Component - Series C,Avionics,High,15830,49,30,39,51.0,Medium,205586,SUP-0008,2025-11-08,49.0,Healthy,87.2,Low,Europe,Italy,ITA,35,1.0,35.0,Medium,51.0,0.0
PN-LAN-04636,Landing Gear Component - Series A,Landing Gear,Critical,33465,37,36,46,11.0,Low,347341,SUP-0131,2025-12-28,30.833333333333336,Warning,74.0,High,Asia-Pacific,Singapore,SGP,60,1.3,78.0,High,11.0,3820751.0
PN-LAN-04637,Landing Gear Component - Series B,Landing Gear,Critical,18267,76,39,50,50.0,Medium,250788,SUP-0105,2025-11-25,58.46153846153846,Healthy,64.4,Medium,North America,USA,USA,45,1.1,49.50000000000001,Medium,50.0,0.0
PN-LAN-04638,Landing Gear Component - Series C,Landing Gear,Critical,28482,31,25,32,10.0,Low,199745,SUP-0007,2025-11-06,37.2,Warning,96.8,Medium,Asia-Pacific,Vietnam,VNM,60,1.1,66.0,High,10.0,1997450.0
PN-ELE-04639,Electrical Component - Series B,Electrical,High,5166,32,25,32,67.0,High,146285,SUP-0118,2025-12-16,38.4,Healthy,72.6,Medium,Europe,France,FRA,50,1.1,55.00000000000001,Medium,67.0,0.0
PN-AVI-04640,Avionics Component - Series X,Avionics,High,19695,30,18,23,48.0,Medium,160266,SUP-0112,2025-12-21,50.0,Healthy,60.8,Medium,North America,USA,USA,35,1.1,38.5,Medium,48.0,0.0
PN-CAB-04641,Cabin Systems Component - Series B,Cabin Systems,Medium,2418,20,14,18,31.0,Medium,131277,SUP-0115,2026-01-16,42.857142857142854,Healthy,86.1,Medium,Asia-Pacific,China,CHN,25,1.1,27.500000000000004,Low,31.0,0.0
PN-LAN-04642,Landing Gear Component - Series C,Landing Gear,Critical,24083,34,24,31,19.0,Low,185651,SUP-0044,2025-11-18,42.5,Healthy,64.9,High,Asia-Pacific,South Korea,KOR,35,1.3,45.5,Medium,19.0,0.0
PN-CAB-04643,Cabin Systems Component - Series A,Cabin Systems,Medium,1993,33,24,31,84.0,High,121721,SUP-0119,2025-12-02,41.25,Healthy,60.0,Medium,Europe,Germany,DEU,40,1.1,44.0,Medium,84.0,0.0
PN-CAB-04644,Cabin Systems Component - Series A,Cabin Systems,Medium,1805,38,21,27,52.0,Medium,70102,SUP-0035,2025-12-06,54.28571428571429,Healthy,83.1,Medium,Asia-Pacific,Thailand,THA,25,1.1,27.500000000000004,Low,52.0,0.0
PN-HYD-04645,Hydraulics Component - Series B,Hydraulics,High,9128,40,21,27,78.0,High,107407,SUP-0112,2025-12-06,57.142857142857146,Healthy,60.8,Medium,North America,USA,USA,50,1.1,55.00000000000001,Medium,78.0,0.0
PN-CAB-04646,Cabin Systems Component - Series A,Cabin Systems,Medium,3475,53,30,39,48.0,Medium,111560,SUP-0141,2025-11-19,53.0,Healthy,98.8,Low,Europe,UK,GBR,25,1.0,25.0,Low,48.0,0.0
PN-CAB-04647,Cabin Systems Component - Series A,Cabin Systems,Medium,2167,36,28,36,37.0,Medium,110878,SUP-0082,2025-10-29,38.57142857142857,Healthy,83.4,High,Middle East,UAE,ARE,25,1.3,32.5,Medium,37.0,0.0
PN-ENG-04648,Engine Component - Series C,Engine,Critical,51691,43,36,46,12.0,Low,247517,SUP-0032,2025-12-21,35.833333333333336,Warning,99.0,Low,North America,Mexico,MEX,60,1.0,60.0,Medium,12.0,0.0
PN-ENG-04649,Engine Component - Series C,Engine,Critical,56679,33,25,32,18.0,Low,330052,SUP-0124,2026-01-04,39.6,Healthy,84.2,Low,Europe,Italy,ITA,35,1.0,35.0,Medium,18.0,0.0
PN-CAB-04650,Cabin Systems Component - Series B,Cabin Systems,Medium,3536,27,21,27,78.0,High,87375,SUP-0091,2025-12-15,38.57142857142858,Healthy,76.3,High,Middle East,Saudi Arabia,SAU,40,1.3,52.0,Medium,78.0,0.0
PN-HYD-04651,Hydraulics Component - Series X,Hydraulics,High,8554,34,25,32,16.0,Low,108578,SUP-0021,2026-01-16,40.8,Healthy,88.8,High,Middle East,Saudi Arabia,SAU,25,1.3,32.5,Medium,16.0,0.0
PN-ENG-04652,Engine Component - Series X,Engine,Critical,55090,46,34,44,85.0,High,253883,SUP-0011,2025-11-02,40.588235294117645,Healthy,70.2,Medium,Europe,UK,GBR,60,1.1,66.0,High,85.0,21580055.0
PN-STR-04653,Structural Component - Series A,Structural,Medium,12668,25,21,27,69.0,High,139340,SUP-0048,2025-11-28,35.714285714285715,Warning,84.2,Low,Europe,Italy,ITA,65,1.0,65.0,High,69.0,9614460.0
PN-HYD-04654,Hydraulics Component - Series X,Hydraulics,High,7851,38,21,27,23.0,Low,133672,SUP-0144,2025-12-27,54.28571428571429,Healthy,74.3,High,Middle East,Turkey,TUR,25,1.3,32.5,Medium,23.0,0.0
PN-HYD-04655,Hydraulics Component - Series B,Hydraulics,High,10127,62,34,44,53.0,Medium,230087,SUP-0005,2025-11-13,54.70588235294118,Healthy,86.8,High,Middle East,UAE,ARE,35,1.3,45.5,Medium,53.0,0.0
PN-CAB-04656,Cabin Systems Component - Series B,Cabin Systems,Medium,3213,44,31,40,66.0,High,124396,SUP-0088,2026-01-15,42.58064516129032,Healthy,73.5,High,Middle East,UAE,ARE,40,1.3,52.0,Medium,66.0,0.0
PN-ENG-04657,Engine Component - Series A,Engine,Critical,47546,31,24,31,54.0,Medium,187813,SUP-0127,2025-11-30,38.75,Healthy,74.7,Medium,Europe,France,FRA,45,1.1,49.50000000000001,Medium,54.0,0.0
PN-AVI-04658,Avionics Component - Series X,Avionics,High,10000,52,28,36,34.0,Medium,126877,SUP-0089,2025-11-14,55.714285714285715,Healthy,82.0,Medium,North America,USA,USA,35,1.1,38.5,Medium,34.0,0.0
PN-AVI-04659,Avionics Component - Series X,Avionics,High,12695,42,25,32,74.0,High,198904,SUP-0054,2025-11-10,50.4,Healthy,83.3,Medium,North America,Mexico,MEX,50,1.1,55.00000000000001,Medium,74.0,0.0
PN-ELE-04660,Electrical Component - Series A,Electrical,High,4403,37,21,27,33.0,Medium,135741,SUP-0004,2025-12-28,52.85714285714286,Healthy,83.1,Medium,North America,USA,USA,35,1.1,38.5,Medium,33.0,0.0
PN-ELE-04661,Electrical Component - Series C,Electrical,High,3554,27,19,24,40.0,Medium,239424,SUP-0045,2025-12-14,42.631578947368425,Healthy,74.6,High,Middle East,Israel,ISR,35,1.3,45.5,Medium,40.0,0.0
PN-ELE-04662,Electrical Component - Series X,Electrical,High,4247,33,21,27,17.0,Low,125067,SUP-0094,2025-11-25,47.142857142857146,Healthy,60.0,Medium,North America,USA,USA,25,1.1,27.500000000000004,Low,17.0,0.0
PN-LAN-04663,Landing Gear Component - Series C,Landing Gear,Critical,16415,41,28,36,36.0,Medium,212000,SUP-0007,2026-01-23,43.92857142857143,Healthy,96.8,Medium,Asia-Pacific,Vietnam,VNM,45,1.1,49.50000000000001,Medium,36.0,0.0
PN-STR-04664,Structural Component - Series A,Structural,Medium,9759,31,26,33,48.0,Medium,86692,SUP-0071,2025-12-04,35.76923076923077,Warning,65.6,Medium,Europe,Germany,DEU,50,1.1,55.00000000000001,Medium,48.0,0.0
PN-LAN-04665,Landing Gear Component - Series C,Landing Gear,Critical,34641,21,16,20,81.0,High,151740,SUP-0105,2026-01-20,39.375,Healthy,64.4,Medium,North America,USA,USA,60,1.1,66.0,High,81.0,12290940.0
PN-STR-04666,Structural Component - Series X,Structural,Medium,14813,43,24,31,13.0,Low,179880,SUP-0139,2025-12-28,53.75,Healthy,70.1,High,Middle East,Israel,ISR,15,1.3,19.5,Low,13.0,0.0
PN-STR-04667,Structural Component - Series C,Structural,Medium,12212,33,28,36,64.0,High,69677,SUP-0096,2025-11-23,35.357142857142854,Warning,65.9,Medium,Europe,France,FRA,65,1.1,71.5,High,64.0,4459328.0
PN-HYD-04668,Hydraulics Component - Series X,Hydraulics,High,9506,36,27,35,22.0,Low,119853,SUP-0110,2026-01-04,40.0,Healthy,83.4,High,Middle East,Qatar,QAT,25,1.3,32.5,Medium,22.0,0.0
PN-CAB-04669,Cabin Systems Component - Series B,Cabin Systems,Medium,3725,42,26,33,72.0,High,137763,SUP-0069,2025-12-29,48.46153846153846,Healthy,99.0,Medium,Asia-Pacific,China,CHN,40,1.1,44.0,Medium,72.0,0.0
PN-AVI-04670,Avionics Component - Series B,Avionics,High,20224,20,16,20,61.0,High,196588,SUP-0091,2026-01-17,37.5,Healthy,76.3,High,Middle East,Saudi Arabia,SAU,50,1.3,65.0,High,61.0,11991868.0
PN-CAB-04671,Cabin Systems Component - Series X,Cabin Systems,Medium,2816,16,16,20,42.0,Medium,57646,SUP-0127,2025-11-22,30.0,Warning,74.7,Medium,Europe,France,FRA,50,1.1,55.00000000000001,Medium,42.0,0.0
PN-LAN-04672,Landing Gear Component - Series C,Landing Gear,Critical,25014,44,33,42,55.0,Medium,194939,SUP-0062,2025-11-14,40.0,Healthy,67.4,High,Middle East,Israel,ISR,45,1.3,58.5,Medium,55.0,0.0
PN-ENG-04673,Engine Component - Series X,Engine,Critical,53845,35,28,36,13.0,Low,316278,SUP-0094,2026-01-01,37.5,Warning,60.0,Medium,North America,USA,USA,60,1.1,66.0,High,13.0,4111614.0
PN-LAN-04674,Landing Gear Component - Series C,Landing Gear,Critical,21188,43,33,42,,Unknown,209329,SUP-0063,2025-11-15,39.090909090909086,Healthy,79.1,Medium,North America,USA,USA,50,1.1,55.00000000000001,Medium,30.0,0.0
PN-STR-04675,Structural Component - Series B,Structural,Medium,16654,25,15,19,27.0,Low,116369,SUP-0065,2025-12-03,50.0,Healthy,71.2,High,Middle East,UAE,ARE,15,1.3,19.5,Low,27.0,0.0
PN-AVI-04676,Avionics Component - Series C,Avionics,High,12812,56,32,41,76.0,High,238365,SUP-0138,2025-10-30,52.5,Healthy,72.6,Medium,North America,USA,USA,50,1.1,55.00000000000001,Medium,76.0,0.0
PN-HYD-04677,Hydraulics Component - Series C,Hydraulics,High,6799,38,21,27,,Unknown,170249,SUP-0082,2025-11-02,54.28571428571429,Healthy,83.4,High,Middle East,UAE,ARE,40,1.3,52.0,Medium,30.0,0.0
PN-HYD-04678,Hydraulics Component - Series B,Hydraulics,High,9679,36,26,33,22.0,Low,157955,SUP-0137,2025-11-29,41.53846153846154,Healthy,81.3,Medium,North America,USA,USA,25,1.1,27.500000000000004,Low,22.0,0.0
PN-LAN-04679,Landing Gear Component - Series A,Landing Gear,Critical,32772,30,27,35,68.0,High,349222,SUP-0014,2025-12-23,33.333333333333336,Warning,76.5,Medium,Europe,Italy,ITA,85,1.1,93.50000000000001,High,68.0,23747096.0
PN-AVI-04680,Avionics Component - Series B,Avionics,High,12957,47,34,44,37.0,Medium,266212,SUP-0146,2025-10-31,41.47058823529411,Healthy,70.6,Medium,North America,USA,USA,35,1.1,38.5,Medium,37.0,0.0
PN-ELE-04681,Electrical Component - Series X,Electrical,High,5946,33,18,23,77.0,High,147230,SUP-0037,2026-01-09,55.0,Healthy,69.1,High,Middle East,Israel,ISR,50,1.3,65.0,High,77.0,11336710.0
PN-HYD-04682,Hydraulics Component - Series C,Hydraulics,High,9751,12,25,32,48.0,Medium,214721,SUP-0002,2025-11-25,14.4,Critical,60.0,Medium,Europe,France,FRA,70,1.1,77.0,High,48.0,10306608.0
PN-CAB-04683,Cabin Systems Component - Series B,Cabin Systems,Medium,3113,44,25,32,14.0,Low,114290,SUP-0086,2026-01-05,52.8,Healthy,78.1,Medium,North America,USA,USA,15,1.1,16.5,Low,14.0,0.0
PN-HYD-04684,Hydraulics Component - Series B,Hydraulics,High,10388,31,25,32,33.0,Medium,136521,SUP-0002,2025-12-03,37.2,Warning,60.0,Medium,Europe,France,FRA,60,1.1,66.0,High,33.0,4505193.0
PN-HYD-04685,Hydraulics Component - Series A,Hydraulics,High,8993,37,30,39,,Unknown,191570,SUP-0080,2025-11-21,37.0,Warning,84.8,Medium,North America,Canada,CAN,65,1.1,71.5,High,30.0,5747100.0
PN-HYD-04686,Hydraulics Component - Series X,Hydraulics,High,10852,26,24,31,25.0,Low,167707,SUP-0068,2026-01-21,32.5,Warning,60.0,Medium,Europe,Netherlands,NLD,50,1.1,55.00000000000001,Medium,25.0,0.0
PN-ELE-04687,Electrical Component - Series B,Electrical,High,3349,39,27,35,70.0,High,237215,SUP-0126,2026-01-13,43.333333333333336,Healthy,75.7,Medium,Europe,Germany,DEU,50,1.1,55.00000000000001,Medium,70.0,0.0
PN-STR-04688,Structural Component - Series A,Structural,Medium,14923,7,18,23,24.0,Low,95769,SUP-0026,2025-11-09,11.666666666666668,Critical,81.5,Medium,Asia-Pacific,China,CHN,50,1.1,55.00000000000001,Medium,24.0,0.0
PN-AVI-04689,Avionics Component - Series A,Avionics,High,16492,13,15,19,68.0,High,184979,SUP-0071,2025-11-16,26.0,Warning,65.6,Medium,Europe,Germany,DEU,75,1.1,82.5,High,68.0,12578572.0
PN-LAN-04690,Landing Gear Component - Series C,Landing Gear,Critical,18635,40,27,35,34.0,Medium,197488,SUP-0039,2026-01-04,44.44444444444444,Healthy,60.0,High,Asia-Pacific,Japan,JPN,45,1.3,58.5,Medium,34.0,0.0
PN-LAN-04691,Landing Gear Component - Series B,Landing Gear,Critical,33090,44,36,46,43.0,Medium,169005,SUP-0089,2025-11-09,36.66666666666667,Warning,82.0,Medium,North America,USA,USA,70,1.1,77.0,High,43.0,7267215.0
PN-ELE-04692,Electrical Component - Series B,Electrical,High,3692,31,24,31,27.0,Low,108210,SUP-0136,2025-11-19,38.75,Healthy,81.3,Low,Europe,Italy,ITA,25,1.0,25.0,Low,27.0,0.0
PN-CAB-04693,Cabin Systems Component - Series C,Cabin Systems,Medium,1869,46,34,44,12.0,Low,119309,SUP-0088,2025-11-05,40.588235294117645,Healthy,73.5,High,Middle East,UAE,ARE,15,1.3,19.5,Low,12.0,0.0
PN-HYD-04694,Hydraulics Component - Series A,Hydraulics,High,5439,38,32,41,23.0,Low,209790,SUP-0021,2026-01-08,35.625,Warning,88.8,High,Middle East,Saudi Arabia,SAU,50,1.3,65.0,High,23.0,4825170.0
PN-AVI-04695,Avionics Component - Series C,Avionics,High,12471,40,21,27,39.0,Medium,238536,SUP-0089,2025-12-10,57.142857142857146,Healthy,82.0,Medium,North America,USA,USA,35,1.1,38.5,Medium,39.0,0.0
PN-HYD-04696,Hydraulics Component - Series X,Hydraulics,High,8235,4,15,19,74.0,High,203958,SUP-0009,2025-12-18,8.0,Critical,87.9,Low,Europe,France,FRA,85,1.0,85.0,High,74.0,15092892.0
PN-AVI-04697,Avionics Component - Series A,Avionics,High,10491,33,30,39,19.0,Low,146958,SUP-0107,2025-12-23,33.0,Warning,73.1,High,Asia-Pacific,Singapore,SGP,50,1.3,65.0,High,19.0,2792202.0
PN-AVI-04698,Avionics Component - Series A,Avionics,High,15077,39,24,31,31.0,Medium,273917,SUP-0036,2025-11-06,48.75,Healthy,74.4,High,Asia-Pacific,China,CHN,35,1.3,45.5,Medium,31.0,0.0
PN-ELE-04699,Electrical Component - Series X,Electrical,High,3728,32,18,23,20.0,Low,221844,SUP-0043,2025-12-19,53.333333333333336,Healthy,91.5,Medium,Asia-Pacific,China,CHN,25,1.1,27.500000000000004,Low,20.0,0.0
PN-HYD-04700,Hydraulics Component - Series X,Hydraulics,High,6809,19,16,20,53.0,Medium,190098,SUP-0008,2025-12-30,35.625,Warning,87.2,Low,Europe,Italy,ITA,60,1.0,60.0,Medium,53.0,0.0
PN-HYD-04701,Hydraulics Component - Series X,Hydraulics,High,7907,17,18,23,79.0,High,235298,SUP-0101,2025-11-15,28.333333333333336,Warning,60.0,High,Asia-Pacific,Japan,JPN,75,1.3,97.5,High,79.0,18588542.0
PN-ENG-04702,Engine Component - Series X,Engine,Critical,56818,48,40,52,75.0,High,350306,SUP-0147,2025-11-24,36.0,Warning,61.2,Medium,Europe,France,FRA,85,1.1,93.50000000000001,High,75.0,26272950.0
PN-ENG-04703,Engine Component - Series A,Engine,Critical,54805,38,22,28,33.0,Medium,342157,SUP-0061,2026-01-13,51.81818181818182,Healthy,70.6,Medium,North America,Canada,CAN,45,1.1,49.50000000000001,Medium,33.0,0.0
PN-CAB-04704,Cabin Systems Component - Series X,Cabin Systems,Medium,3692,60,31,40,74.0,High,56601,SUP-0016,2025-12-04,58.06451612903225,Healthy,78.0,Medium,North America,USA,USA,40,1.1,44.0,Medium,74.0,0.0
PN-HYD-04705,Hydraulics Component - Series B,Hydraulics,High,5931,46,24,31,,Unknown,150554,SUP-0033,2026-01-20,57.5,Healthy,60.4,High,Asia-Pacific,Japan,JPN,40,1.3,52.0,Medium,30.0,0.0
PN-ELE-04706,Electrical Component - Series A,Electrical,High,5817,35,18,23,82.0,High,171580,SUP-0045,2025-11-22,58.333333333333336,Healthy,74.6,High,Middle East,Israel,ISR,50,1.3,65.0,High,82.0,14069560.0
PN-HYD-04707,Hydraulics Component - Series A,Hydraulics,High,8247,26,21,27,12.0,Low,105546,SUP-0079,2025-12-29,37.142857142857146,Warning,60.0,High,Middle East,Israel,ISR,50,1.3,65.0,High,12.0,1266552.0
PN-HYD-04708,Hydraulics Component - Series C,Hydraulics,High,6050,35,25,32,42.0,Medium,230916,SUP-0039,2025-11-02,42.0,Healthy,60.0,High,Asia-Pacific,Japan,JPN,35,1.3,45.5,Medium,42.0,0.0
PN-AVI-04709,Avionics Component - Series X,Avionics,High,11455,38,21,27,8.0,Low,131676,SUP-0077,2025-12-11,54.28571428571429,Healthy,62.1,High,Middle East,Turkey,TUR,25,1.3,32.5,Medium,8.0,0.0
PN-ENG-04710,Engine Component - Series B,Engine,Critical,51943,39,33,42,32.0,Medium,318869,SUP-0061,2025-11-08,35.45454545454545,Warning,70.6,Medium,North America,Canada,CAN,70,1.1,77.0,High,32.0,10203808.0
PN-AVI-04711,Avionics Component - Series C,Avionics,High,17158,47,30,39,62.0,High,156227,SUP-0114,2025-12-13,47.0,Healthy,82.3,High,Middle East,Saudi Arabia,SAU,50,1.3,65.0,High,62.0,9686074.0
PN-LAN-04712,Landing Gear Component - Series A,Landing Gear,Critical,26356,47,24,31,16.0,Low,273649,SUP-0085,2025-12-02,58.75,Healthy,80.4,Medium,Asia-Pacific,Taiwan,TWN,35,1.1,38.5,Medium,16.0,0.0
PN-CAB-04713,Cabin Systems Component - Series C,Cabin Systems,Medium,2777,27,16,20,,Unknown,62733,SUP-0050,2025-11-05,50.625,Healthy,63.1,Medium,Europe,Italy,ITA,30,1.1,33.0,Medium,30.0,0.0
PN-CAB-04714,Cabin Systems Component - Series C,Cabin Systems,Medium,2639,56,36,46,32.0,Medium,127130,SUP-0064,2025-12-20,46.66666666666667,Healthy,62.7,Medium,North America,USA,USA,25,1.1,27.500000000000004,Low,32.0,0.0
PN-CAB-04715,Cabin Systems Component - Series A,Cabin Systems,Medium,3309,52,32,41,53.0,Medium,54008,SUP-0010,2026-01-21,48.75,Healthy,79.1,Medium,North America,USA,USA,25,1.1,27.500000000000004,Low,53.0,0.0
PN-ELE-04716,Electrical Component - Series X,Electrical,High,5457,50,38,49,10.0,Low,112120,SUP-0124,2025-11-10,39.473684210526315,Healthy,84.2,Low,Europe,Italy,ITA,25,1.0,25.0,Low,10.0,0.0
PN-ELE-04717,Electrical Component - Series X,Electrical,High,4686,13,16,20,88.0,High,228436,SUP-0038,2026-01-21,24.375,Warning,75.3,Medium,Europe,Italy,ITA,75,1.1,82.5,High,88.0,20102368.0
